Country,ISO Country code,Continent,Population,Surface Area (Km2),GINI index,happy planet index,human development index,sustainable economic development assessment (SEDA),GDP growth(annual %),Economic Growth,health expenditure % of GDP,health expenditure per person,infant mortality,"maternal mortality per 100,000 live births",Education as % of GDP,% of primary school aged kids out of school,political rights score,civil liberties score,political stability & absence of violence,government effectiveness,regulatory quality,rule of law,control of corruption,judicial effectiveness score,government integrity score,overall economic freedom score,financial freedom score,government expenditure (% of GDP),share of electricity from renewables generation,% of seats held by women in national parliaments,Military Spending as % of GDP,Access to electricity (% of population) ,Adults (ages 15-49) newly infected with HIV ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) ","Cause of death, by injury (% of total) ","Cause of death, by non-communicable diseases (% of total) ",CO2 emissions (metric tons per capita) ,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49) ",Young people (ages 15-24) newly infected with HIV ,"Death rate, crude (per 1,000 people) ",Domestic general government health expenditure (% of GDP) ,Electric power consumption (kWh per capita) ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate) ",GDP (current US$) ,GDP per capita (current US$) ,GNI (current US$) ,GNI per capita (current LCU) ,"Government expenditure on education, total (% of government expenditure) ",Ease of doing business score (0 = lowest performance to 100 = best performance) ,Human capital index (HCI) (scale 0-1) ,"Incidence of HIV, all (per 1,000 uninfected population) ","Incidence of tuberculosis (per 100,000 people) ","Inflation, GDP deflator (annual %) ","Life expectancy at birth, total (years) ",Merchandise trade (% of GDP) ,Military expenditure (% of GDP) ,Military expenditure (% of general government expenditure) ,"Mortality rate, infant (per 1,000 live births) ","Mortality rate, adult, male (per 1,000 male adults) ","Mortality rate, adult, female (per 1,000 female adults) ","Mortality rate, under-5 (per 1,000 live births) ","Mortality caused by road traffic injury (per 100,000 population) ","Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population) ","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) ","Net trade in goods (BoP, current US$) ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) ","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) ",Population density (people per sq. km of land area) ,"Prevalence of HIV, total (% of population ages 15-49) ",Prevalence of severe food insecurity in the population (%) ,Prevalence of undernourishment (% of population) ,Women Business and the Law Index Score (scale 1-100) ,"Unemployment, total (% of total labor force) (modeled ILO estimate) ",Trade (% of GDP) ,Total greenhouse gas emissions (% change from 1990) ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) ",Tax revenue (% of GDP) ,Tax payments (number) ,Start-up procedures to register a business (number) ,"School enrollment, secondary (% gross) ",Rural population (% of total population) ,Renewable electricity output (% of total electricity output) ,Renewable energy consumption (% of total final energy consumption) ,Renewable internal freshwater resources per capita (cubic meters) ,"Renewable internal freshwater resources, total (billion cubic meters) ",UHC service coverage index ,Tuberculosis treatment success rate (% of new cases) ,"Tuberculosis case detection rate (%, all forms) "
Lithuania,LTU,Europe,2800839,65290,37.9,36.9,0.875,67.4,5,5,3.89,1370,2.3,8,-,0.1,38,51,0.82,1.1,1.3,1.11,0.85,74.6,66.6,75.8,70,34.7,0.713,28,0.0202,100,200,3.414327994,5.431395883,91.15427576,4.198076022,0.16,100,15.6,4.56012249,3821.14517,57.20299911,66445256585,23723.34025,63887018863,19285.68547,11.74954033,81.61948,0.706047952,0.08,26,6.508053138,74.92926829,128.5464221,2.021726173,4.802014191,2.7,-,-,3.3,8.1,34,0.1,-450948455.6,11.85328236,95.99985931,42.89843774,0.2,1.9,2.5,93.75,7.902999878,137.1975758,-45.82304625,13.22,16.78390655,10,4,108.7278976,31.751,39.40817285,33.53,5533.014308,15.46,70,86,87
Luxembourg,LUX,Europe,640064,2590,30.4,31.7,0.93,83.2,6.89,6.89,3.65,6220.7,3.4,5,-,0.62,38,59,1.21,1.7,1.9,1.787,1.87,96.4,89.5,80.6,80,41.4,-,35,0.0063,100,100,5.356611264,6.046760859,88.59662626,15.30642656,0.12,100,7.3,4.61186886,13914.67845,58.80400085,85506243834,133590.147,59692666902,78851.17738,8.678359985,69.6031,0.68614614,0.07,6.1,6.181292455,81.74146341,49.62678525,0.626880782,1.256703496,2.3,-,-,2.8,4.1,11.6,0.1,1334179024,10.3646374,68.77562274,247.1289575,0.2,0.7,2.5,100,5.227000237,365.2157924,-3.747423028,12.94,26.64459391,23,5,107.1821671,8.328,32.38166792,16.45,1612.900624,1,86,38,87
Madagascar,MDG,Africa,28915653,587295,41,44.2,0.501,31.1,4.4,4.4,3.1,19.8,5.5,335,3.1,2.32,27,34,-0.64,-1,-0.8,-0.867,-0.93,33.4,23,58.9,50,15.4,0.413,18,0.0077,33.7350769,8100,45.45944488,9.515189734,45.02536418,0.149637883,0.6,1700,6.801,1.18677306,-,82.33999634,14472603323,500.511032,14172186401,1877154.885,17.95278931,47.72865,0.391991019,0.35,233,7.397071516,65.182,49.29313573,0.770034303,3.734325472,36.3,256.518,184.575,50.2,29.2,159.6,30.2,-900227954,22.54228288,100,49.23531275,0.4,10.3,48.5,71.875,2.594000101,49.01070737,143.897975,1.97,10.28312868,23,5,-,60.793,54.59645655,82.77,12239.79806,337,35,83,59
Malawi,MWI,Africa,19889742,118480,46.1,38.7,0.512,32.5,2.75,2.75,2.91,30.4,7.4,349,3.71,-,29,37,-0.11,-0.8,-0.8,-0.238,-0.3,53,29.4,53,50,31.3,0.888,23,0.0095,14.86676884,16000,49.64724799,10.16437894,40.18837238,0.076852396,1.93,6300,6.706,2.40971565,-,70.3219986,12626717492,634.8356601,12398475305,502365.4329,14.59023952,60.9371,0.413240641,1.13,132,8.458771962,63.717,33.76966344,0.948969638,2.982453227,29,384.223,237.901,38.6,33.4,115,28.3,-1797435446,23.56592147,100,167.8742573,7.7,51,17.8,77.5,7.020999908,-,153.3898634,3.63,12.17387825,35,7,-,82.305,91.30682899,73.02,855.4466378,16.14,48,90,55
Malaysia,MYS,Asia,33573874,330241,46.2,41.7,0.803,59.8,3.13,3.13,3.92,436.6,5.3,29,3.92,1.6,20,30,0.14,1,0.7,0.558,0.17,57.6,53.9,68.1,50,24.9,0.179,15,0.0106,100,5100,18.13860307,8.41842161,73.44297833,7.720700215,0.28,1000,5.311,1.99659598,4539.499326,61.73699951,3.73E+11,11109.26184,3.63E+11,44791.40536,17.68560028,81.47337,0.61097616,0.17,97,5.713674976,75.938,143.9773237,1.057993659,4.03840572,7.4,144.397,73.134,8.6,22.5,47.4,0.4,32828821622,16.03580871,90.53734381,101.664766,0.3,6.3,2.5,50,4.609000206,116.8285614,40.54171965,0.85,12.02266283,9,9,82.45555878,22.304,9.957168455,5.11,17680.75986,580,76,78,65
Maldives,MDV,Asia,521457,300,38.4,-,0.747,-,30.96,30.96,4.12,854.4,17.8,53,4.12,2,19,21,0.5,0.4,-0.5,-0.172,-0.37,32.1,43.1,47.3,30,42.6,0.004,5,-,100,-,8.159321228,6.662486744,85.17819216,4.182292243,-,-,3.001,6.39314747,-,52.75400162,5405576236,10366.29336,4922076233,145104.2009,12.05595016,53.27453,-,-,38,1.738646164,79.875,52.88982849,-,-,5.5,57.86,40.594,6.5,1.6,25.6,0.3,-1450679521,7.795820799,0,1738.19,-,2.2,-,73.75,6.078000069,117.7780717,-,2.22,-,17,6,-,58.898,1.277204455,1.11,59.46387371,0.03,69,80,44
Mali,MLI,Africa,21904983,1240190,40.1,39.3,0.428,29.7,3.07,3.07,3.76,34.3,5.6,562,3.76,-,8,24,-2.35,-1.2,-0.6,-0.902,-0.87,34.1,28.3,55.9,40,22.2,0.315,27,0.0282,50.56141663,3800,60.25432518,9.423414823,30.32226025,0.283457954,0.42,1000,9.529,1.31026745,-,63.26699829,19140461606,873.7948624,18250317610,462011.8354,14.63601971,52.94472,0.318269581,0.26,50,2.454351558,58.633,60.31724959,2.821948308,10.46550097,58.8,312.723,257.229,91,22.7,209.1,70.7,504018492,38.52660616,100,17.6626025,0.8,-,9.8,60.625,7.71999979,66.99057428,151.4696597,1.28,11.66973731,35,5,37.29314804,55.323,43.51635514,76.64,2917.234555,60,42,82,66
Malta,MLT,Europe,518536,320,28.1,43.5,0.918,68.8,9.41,9.41,-,2531.9,35,6,-,-,35,54,0.97,0.9,0.8,0.864,0.32,89.9,55.8,71.5,50,40.4,0.115,13,0.0051,100,-,7.002133543,3.252657509,89.74520881,3.293245606,-,-,7.9,5.1835227,4924.544019,60.05500031,17364044944,33486.67198,16216240095,26441.42547,13.99750996,66.13941,0.709248304,-,12,1.810518127,82.65365854,56.24841465,0.513660031,1.088028489,5.6,48.614,23.879,6.5,4.1,20.2,0.1,-1515348420,13.90954337,100,1620.425,-,1.4,2.5,88.75,3.499000072,291.5013883,-,7.99,25.03641837,8,8,109.6777191,5.19,7.674597084,7.7,100.1860882,0.0505,81,99,87
Mauritania,MRT,Africa,4614974,1030700,37,34.7,0.556,28.9,2.3,2.3,1.88,57.9,14.8,766,15.75,23.14,14,21,-0.67,-0.7,-1.1,-0.671,-0.82,29.9,23.5,55.3,40,30.1,-,20,0.0238,47.34841919,500,52.7128002,10.22244109,37.06475973,0.901034695,0.2,100,7.466,1.23795974,-,39.61299896,9996249658,2166.046799,9849926793,76971.36861,10.22801971,51.06288,0.38154608,0.13,81,12.57197793,64.532,79.09966508,2.378162198,12.5448257,49,232.762,180.01,70.7,25.6,169.5,38.6,-288074312.9,47.42299178,100,4.477514311,0.3,7.2,10.1,48.125,11.4630003,94.65592645,123.245315,0.036,-,33,4,38.18721008,43.867,13.37325349,24.7,91.24401867,0.4,40,75,65
Mauritius,MUS,Africa,1266060,2040,35.9,51.5,0.802,60.2,4.04,4.04,4.61,685.9,29,61,1.88,0.33,36,50,0.86,0.8,1.2,0.873,0.47,81.7,56.5,70.9,70,25.4,0.246,20,0.0017,99.66165161,1000,7.264399218,4.354115198,88.38148384,3.294591006,0.92,200,8.7,2.91634917,2182.509156,52.44900131,11529042672,9106.237202,11700106255,385291.3764,18.67692947,81.46811,0.621859252,0.54,12,3.323174543,74.17707317,61.63564662,0.169557665,0.515729758,14.8,198.757,100.889,16.5,12.2,38.3,0.6,-2125791264,14.45782732,100,620.6176471,1.4,9.1,7.8,89.375,7.414000034,85.88373503,-,4.35,18.40604811,8,4,-,59.225,22.72272272,8.94,2173.48194,2.751,65,83,58
Mexico,MEX,North America,126705138,1964375,48.2,54.3,0.758,49.1,4.8,4.8,4.25,540.4,25.5,33,-,0.79,27,33,-0.64,-0.3,-0.2,-0.8,-1,40.7,32,63.7,60,27,0.219,50,0.0068,99.40000153,17000,9.093436836,10.49625517,80.41030921,3.591708614,0.23,5900,9.33,2.67891455,2186.375822,56.4469986,1.27E+12,10045.6805,1.24E+12,198287.9336,-,72.35556,0.612949848,0.13,25,5.164095655,70.133,79.91739199,0.680130763,2.404126358,11.8,283.286,141.359,13.7,12.8,36.7,1.1,34150596491,20.92111579,99.65612655,64.501502,0.4,3.7,6.1,88.75,4.379000187,76.90035371,34.25550642,5,13.06463778,6,8,101.8352966,18.984,15.39413379,10.34,3269.768422,409,74,71,68
Moldova,MDA,Europe,2615199,33850,26.8,51,0.767,48.7,13.94,13.94,6.39,284.3,36.3,19,6.39,0.79,27,35,-0.21,-0.4,0,-0.332,-0.45,30.7,34.7,61.3,50,38,0.049,40,0.0041,100,1000,4.470503145,6.045261882,89.48423797,3.325546071,0.59,200,14.445,3.806777,1725.094172,37.09199905,13679221333,5230.661733,14056071333,95034.38587,19.46438026,74.39091,0.584153533,0.3,84,3.328590482,70.166,75.45020106,0.411613609,1.160067493,12.5,271.998,101.097,14.5,7.3,78.3,0.1,-3094260000,16.25103271,100,77.25846381,0.8,4.9,-,87.5,3.961999893,77.06545656,-70.15332659,11.43,17.69162952,10,3,108.4610672,57.002,5.368576588,22.04,608.0569802,1.62,67,79,80
Mongolia,MNG,Asia,3347782,1564115.749,34,24.5,0.739,50.6,1.42,1.42,4.94,163.4,-,-,4.94,-,36,48,0.65,-0.5,-0.2,-0.225,-0.53,57.1,37,63.9,50,37.8,0.099,17,0.0066,98.09999847,100,6.309566022,10.97444045,82.7159926,7.13704541,0.02,100,5.475,2.13345003,2032.159729,54.6570015,15286441818,4566.140154,13054692240,11110814.79,38.10615921,67.77262,0.614397526,0.01,428,14.42006548,72.141,105.295923,0.655433038,1.734560641,13.2,250.018,95.955,15.4,21,155.9,1.3,1755558634,40.11284905,97.01398059,2.14036717,0.1,5,3.6,85,7.081999779,112.8386476,-,8.19,16.68852831,19,8,98.04898834,31.215,3.083620533,3.32,10765.89439,34.8,63,90,19
Montenegro,MNE,Europe,619211,13810,31.9,41.3,0.832,-,12.43,12.43,-,735.2,13.2,45,-,0.62,26,41,-0.15,0,0.4,-0.059,-0.02,43,46.4,57.8,50,46.3,0.595,25,0.0174,100,100,1.41387632,4.480178837,94.10594521,4.179875994,0.06,100,11.7,5.06746101,4612.34139,44.63100052,5861268039,9465.703999,5983804590,8169.603576,-,73.81891,0.63318181,0.03,16,5.293594728,75.93170732,59.21926752,1.742945623,3.753375338,2,135.501,69.657,2.4,7.6,78.6,0.1,-1873472579,20.78181355,100,44.83787111,0.1,3.4,2.5,85,18.48699951,87.00602224,-,11.47,-,18,8,90.39685822,32.174,49.65034965,38.74,-,-,67,88,81
Morocco,MAR,Africa,37076584,446550,40.9,50.9,0.683,45.8,7.37,7.37,6.75,174.2,2.5,70,6.75,0.45,13,24,-0.4,-0.1,-0.1,-0.253,-0.43,32.7,41,59.2,70,31.4,0.182,23,0.0418,100,1000,8.906129377,6.903581897,84.19028947,1.968907009,0.04,100,6.073,2.11682343,902.9565381,38.56499863,1.43E+11,3795.380127,1.41E+11,33650.42969,15.46755981,73.38133,0.504116356,0.02,94,3.244246271,73.92,65.70967458,4.183512993,13.19637422,16,130.197,84.929,18.7,17,49.1,1.9,-15539568149,32.59354146,100,83.02896428,0.1,9.7,5.6,75.625,11.46700001,68.84726822,114.2507133,0.69,20.28612138,6,4,82.45423126,35.935,14.30889033,10.69,798.8010712,29,73,88,84
Mozambique,MOZ,Africa,32077072,799380,45.6,44.2,0.446,26.7,2.22,2.22,6.26,39.5,49,289,6.26,0.87,14,29,-1.23,-0.8,-0.8,-1.035,-0.81,44.1,26.3,51.3,50,36.2,0.795,42,0.0151,30.60383224,-,54.4396366,9.396195805,36.16416716,0.247642485,-,-,8.004,1.66722643,483.4726029,75.14499664,15776758633,491.8391128,15448140157,31527.5813,19.03367996,54.9955,0.362116665,-,361,3.536349374,61.172,90.00581381,1.511190014,4.315566485,52.8,355.094,219.484,70.6,30,110,27.6,-2294249611,21.29869546,100,40.12743877,-,40.4,32.7,82.5,3.982000113,95.92866252,828.8710234,2.3,21.43811712,37,10,39.02047729,62.372,86.41088736,78.08,3311.805497,100.3,47,94,85
Myanmar,MMR,Asia,53798084,676590,-,40,0.585,37,-17.98,-17.98,2.16,60,19.1,250,2.14,-,0,9,-2.07,-1.4,-1.1,-1.456,-1.03,16.7,29.8,49.6,20,22.6,0.483,15,0.0333,70.39719391,9400,21.59729881,7.258174481,71.14452521,0.692304948,0.32,5700,8.819,0.73722625,220.3928554,53.55099869,65091751273,1209.926942,63362548426,1755477.993,10.56412983,46.82775,0.477652013,0.2,360,4.802555004,66.797,45.269945,3.33493983,15.40328934,35,251.896,149.851,43.7,20.4,156.4,12.6,-,35.55745292,100,79.51356656,0.8,3.7,3.1,58.75,2.173000097,55.10412933,-39.64041232,5.12,2.978486749,31,12,-,68.552,58.85410144,57.85,18906.4101,1002.8,61,87,33
Namibia,NAM,Africa,2530151,824290,59.7,36.8,0.615,39.1,2.43,2.43,9.64,427.3,-,195,9.64,1.61,31,46,0.55,0.1,0,0.362,0.26,67.6,53.9,59.2,40,40.7,0.96,44,0.03,56.2586937,5800,45.15033261,11.81249471,43.03717294,1.724811534,5.16,2400,8.475,3.98512077,1674.988107,45.56299973,12310595844,4865.557765,12074230432,70525.99995,26.39039993,61.35078,0.446437538,2.91,457,1.733295051,62.829,128.4909374,3.001719923,8.224188076,30.1,415.244,264.932,40.2,34.8,145,18.3,-985209978.1,25.3587654,100,3.06949132,11.8,32.6,18,86.25,21.6779995,75.13927288,421.2264361,5.43,29.18008823,27,10,-,46.995,97.78645833,30.69,2517.734497,6.16,62,88,58
Nepal,NPL,Asia,30034989,147180,32.8,53.1,0.602,41.7,4.25,4.25,4.39,53.2,23.8,186,4.39,4.35,25,32,-0.24,-0.9,-0.6,-0.467,-0.53,34.1,33.8,49.7,30,20.3,1,33,0.0134,89.90000153,-,24.82083296,8.721845396,66.45732167,0.466487529,-,-,7.209,1.10280871,143.5068381,75.59200287,36288830373,1208.218534,36486385880,143185.9157,12.11302948,63.1866,0.504601777,-,229,5.511971478,69.246,48.43639164,1.33699189,4.377107921,23.6,201.323,144.182,28.2,16.3,193.8,19.8,-8706903115,99.73437372,100,204.0697717,0.1,13.6,5.5,80.625,5.052000046,40.91886559,62.28271927,2.05,19.08282606,46,8,85.521492,78.992,100,77.39,6874.188069,198.2,53,91,41
Netherlands,NLD,Europe,17533044,41540,30.3,54.9,0.941,80.3,5.04,5.04,5.36,5335.3,1.8,5,-,-,39,58,0.92,1.8,1.8,1.739,2.04,96.9,92.3,79.5,80,45,0.291,39,0.0142,100,200,6.000823844,5.764990551,88.23418881,8.437074627,0.02,100,9.7,6.67556286,6712.774758,64.16100311,1.01E+12,57767.87881,9.90E+11,47747.32785,12.51278973,76.10376,0.789915025,0.01,4.4,2.524821467,81.4097561,157.4273682,1.422450703,2.860111859,3.6,-,-,4.2,4,13.7,0.2,70659188109,12.03440807,99.59814148,422.0761675,0.1,1.4,2.5,97.5,4.010000229,146.461778,-12.73870386,9.61,23.0563304,9,4,115.1692429,7.428,12.44208231,8.54,634.1931339,11,86,83,87
New Zealand,NZL,Oceania,5122600,267710,36.2,57.4,0.937,78.6,4.65,4.65,6.05,4211,5.7,9,-,0.41,40,59,1.44,1.4,1.8,1.818,2.2,95.9,97.5,80.6,80,41,0.81,49,0.0137,100,200,4.354730431,6.043371553,89.60189855,6.830414187,0.05,100,6.41,7.36054611,9012.731097,67.17099762,2.50E+11,48781.02663,2.46E+11,67780.61922,13.48462963,86.76465,0.775932431,0.02,6.8,4.327652512,82.05609756,37.86251271,1.370980659,3.14241415,3.9,-,-,4.7,9.6,7.2,0.1,1850081382,5.956001129,0,19.13488476,0.1,3.5,2.5,97.5,4.124000072,44.22141026,18.93925642,10.63,27.46834592,7,1,120.3818665,13.211,80.08143875,29.65,65673.20051,327,86,89,87
Nicaragua,NIC,North America,6850540,130370,47.1,55.2,0.667,43.5,10.34,10.34,4.63,160.8,3.6,98,4.63,-,5,18,-0.47,-0.9,-0.8,-1.356,-1.24,19.5,19,54.8,50,25.8,0.6,51,0.006,88.90737915,500,9.45054217,8.909562172,81.63989588,0.786323459,0.14,500,5.703,5.11949444,562.2776901,59.73400116,14013022092,2045.535402,13114322092,67329.55684,23.95000076,54.38673,0.508098245,0.08,45,3.328088635,71.795,116.4702367,0.603581622,1.913772523,13.8,216.975,114.295,16,16.9,55.7,2.2,-927900000,17.61418045,99.90269513,52.54690496,0.3,-,18.6,86.25,5.956999779,89.39974044,59.04010138,5.18,15.69941645,43,7,-,40.723,50.05459707,50.71,23441.14369,156.21,70,86,60
Niger,NER,Africa,25252722,1267000,34,41.4,0.4,-,1.35,1.35,3.84,31.4,72.2,509,3.84,41.03,23,28,-1.62,-0.6,-0.7,-0.405,-0.55,35.9,32.5,54.9,40,30.1,0.041,26,0.0184,19.25190926,1000,59.17361433,10.47224286,30.3541426,0.091710278,0.06,200,8.281,2.02315378,50.84654595,72.38600159,14915001427,590.6294548,15188307693,333523.7642,13.01280975,56.75932,0.315685183,0.04,79,3.118640663,61.451,26.49681275,1.841671602,5.50796044,45.6,269.44,226.218,77.5,25.5,251.8,70.8,-1350853242,94.05381768,100,19.93111444,0.2,-,-,56.875,0.750999987,36.06190564,65.39843902,0.67,-,41,4,-,83.249,0.753295669,80.83,149.2957952,3.5,37,84,64
Nigeria,NGA,Africa,213401323,923770,48.8,34.1,0.535,26.5,3.65,3.65,-,71.5,13.8,917,-,-,20,23,-1.78,-1,-0.9,-0.856,-1.07,33.8,22.7,54.4,40,11,0.21,4,0.0097,55.40000153,45000,65.20789105,7.660399432,27.13170983,0.567031243,0.44,18000,12.997,0.48264918,142.1292221,48.53499985,4.41E+11,2065.749068,4.24E+11,793363.9243,5.854969978,56.87589,0.360609829,0.34,219,10.13103369,52.887,22.42864509,0.970249204,7.323454003,72.2,377.226,357.014,113.8,20.7,307.4,68.6,-16401761979,71.79817438,100,231.0113156,1.3,19.1,12.7,63.125,9.788000107,16.3521874,84.35868592,10.84,-,48,8,-,47.254,18.19512506,81.4,1087.039434,221,44,90,44
North Macedonia,MKD,Europe,2065092,25710,33.7,43.9,-,52.5,3.96,3.96,6.3,436.9,-,-,-,3.53,28,39,0.12,-0.1,0.4,-0.076,-0.35,50.2,38.7,65.7,60,31.5,0.286,-,0.0154,100,-,1.283610995,2.584518334,96.13187058,3.996737213,-,-,12.4,4.27757454,3513.954972,44.29199982,13825049832,6694.641126,13208529986,333296.1687,-,80.74807,0.557349205,-,11,3.535646066,75.69317073,141.56911,1.541042517,4.336363957,5.2,110.334,60.742,5.9,5.1,82.2,0.1,-2060197288,29.72694451,100,80.32252042,-,6,3.3,85,16.20299911,128.2412581,-9.325880652,6.16,17.57493632,7,6,79.59648895,41.214,35.93694651,16.32,2600.286802,5.4,68,84,61
Norway,NOR,Europe,5408320,624499,26.8,50.9,0.961,85.3,3.92,3.92,7.64,8007.4,23.6,2,-,0.01,40,60,1.1,1.8,1.6,1.95,2.14,97.3,96,76.9,60,48.6,0.99,45,0.0184,100,100,7.679579779,5.598290451,86.72212993,6.722269985,0.02,100,7.5,9.02942657,22999.9346,62.86999893,4.82E+11,89154.27609,5.03E+11,799367.4561,15.6655302,82.62729,0.771051168,0.01,2.9,16.91134998,83.2097561,53.48059892,1.841355249,3.621484468,1.8,59.917,37.226,2.2,2.1,8.6,0.2,-130630575.4,6.956519803,2.0438378,8.66025406,0.1,1,2.5,96.875,4.985000134,65.33047893,-5.824210724,7.41,23.46239343,5,4,118.9713135,16.677,97.70987062,62.37,71429.96049,382,86,89,89
Oman,OMN,Asia,4520471,309500,-,-,0.816,62.1,-3.2,-3.2,5.41,624.7,35.3,19,5.41,1.63,6,18,0.51,-0.1,0.3,0.406,0.09,27.1,53.3,56.6,60,50,0,2,0.0734,100,200,9.764623651,10.4455851,79.7897919,16.51832088,0.1,100,3.025,3.51993251,6474.500202,66.10199738,88191977373,19509.46646,82199779714,6991.708453,12.42101955,69.98474,0.608116269,0.05,5.9,12.69571522,74.757,85.70620849,7.344383766,20.55647994,9.5,102.505,72.522,11,10.6,53.9,0.1,7638132053,41.11523827,100,14.60572213,0.1,-,9.8,38.75,3.121999979,91.8757004,75.92780819,0.78,-,15,4,107.0535812,12.956,0,0,304.1647982,1.4,69,56,87
Pakistan,PAK,Asia,231402117,796100,30.7,45.1,0.544,27.9,6.03,6.03,2.51,39.5,12.3,140,2.51,-,15,22,-1.67,-0.4,-0.7,-0.637,-0.79,28.5,27.4,48.8,40,19.8,0.338,20,0.0383,75.37969208,-,33.14795923,6.996173585,59.85586752,0.853451601,-,-,7.06,1.08106327,419.6845943,47.93700027,3.48E+11,1505.010193,3.44E+11,238072.9572,11.59167957,60.95491,0.406070024,-,264,10.21467665,66.269,28.95344375,3.833274095,17.81851083,54.2,215.472,140.36,65.2,13,173.6,19.6,-22172000000,58.28241877,100,290.6696608,0.2,8.7,16.9,55.625,4.352000237,26.71628046,114.275183,0.34,-,34,10,-,62.56,31.43034972,43.36,246.3128313,55,45,94,55
Panama,PAN,North America,4351267,75320,50.7,57.9,0.805,54.5,15.34,15.34,3.91,1192.8,10,52,3.91,10.51,35,48,0.29,0.2,0.2,-0.247,-0.57,50.7,38,65.4,70,23.1,0.665,23,-,96.70463562,-,13.36727042,8.772740384,77.85999056,3.151777743,-,-,5.747,5.01409578,2070.822489,53.98400116,63605100000,14617.60448,59261300000,13619.32053,10.09027004,66.56045,0.501601994,-,42,2.168916068,76.657,53.07278819,-,-,12.3,156.037,82.87,14.3,13.9,25.8,1.9,-2818760160,11.40005433,71.63674766,57.77040627,-,-,5.8,79.375,12.0880003,74.0772366,138.4458118,7.98,9.943571149,36,5,-,31.225,65.32634033,18.91,32273.82569,136.6,77,79,80
Papua New Guinea,PNG,Oceania,9949437,462840,50.9,-,0.558,-,1.5,1.5,1.87,65.1,3.7,145,-,-,23,39,-0.58,-0.9,-0.8,-0.74,-0.76,44.2,26.2,54.6,30,24.5,0.208,0,0.0038,60.40000153,2900,30.27202678,7.373440713,62.35453338,0.794342263,0.64,1000,6.402,1.32699835,-,45.91199875,26594305746,2672.94579,25499665356,8992.792838,7.823194504,59.77357,0.429185003,0.43,424,12.74919107,65.787,50.60105772,0.375261409,1.557017544,35.2,267.834,174.209,43.9,12.6,152,16.3,-,12.29441826,99.99516574,21.49649339,0.9,-,21.6,60,2.752000093,-,-62.42058704,1.39,13.19302875,45,6,-,86.544,34.53065134,53.09,83940.39038,801,33,74,68
Paraguay,PRY,South America,6703799,406752,51.7,47.6,0.717,46.2,4.2,4.2,3.3,388.4,14.2,129,3.3,-,28,37,0,-0.6,-0.2,-0.557,-1.01,37.9,29.5,62.9,60,24.4,1,16,0.0097,100,1000,13.95406885,11.10759498,74.93833689,1.257269119,0.2,500,5.916,3.29943347,1682.066869,66.89499664,39495431574,5891.499965,38349497671,38752017.58,11.94795036,59.05401,0.528180063,0.13,48,7.123506029,73.182,61.03743911,0.973959842,4.163039922,16.2,198.785,117.991,18.9,22,57.5,1.5,1243762869,11.90908085,99.05830825,16.48129327,0.3,5.6,8.7,94.375,7.205999851,63.09465043,-20.34909479,7.58,10.07505858,19,7,-,37.504,99.99820608,60.09,17917.23341,117,61,68,85
Peru,PER,South America,33715471,1285220,45.3,55.9,0.762,49.3,13.35,13.35,4.25,370.1,20.9,88,4.25,-,30,42,-0.41,-0.3,0.1,-0.516,-0.63,49.7,39.7,66.5,60,21.9,0.616,40,0.0112,99.31181335,4900,17.537581,9.876336256,72.58608494,1.728872515,0.29,1000,7.327,3.27981329,1334.192046,70.31400299,2.23E+11,6621.574336,2.07E+11,23882.50783,17.76287079,68.69658,0.605192661,0.17,130,8.422193115,73.665,49.41287718,1.115156486,4.491815759,10,184.307,103.416,12.8,13.6,63.9,1.3,8196405637,24.78672805,99.96292629,26.23322933,0.4,20.5,8.3,95,4.833000183,43.53000756,25.63265778,6.38,14.28637004,8,8,110.5849228,21.5,52.73051336,27.12,49992.59555,1641,78,85,59
Philippines,PHL,Asia,113880328,300000,44.4,57.1,0.699,44.5,5.7,5.7,3.88,142.1,15.7,121,3.88,3.56,25,30,-0.93,0.1,0.1,-0.642,-0.51,25.6,34.7,61.1,60,18.9,0.218,28,0.0104,96.84238434,21000,24.28166467,5.96919014,69.74914436,1.3174392,0.36,10000,5.566,1.65507495,690.7659626,54.6609993,3.94E+11,3460.530963,4.08E+11,176540.036,18.14093018,62.82943,0.515962124,0.19,650,2.293436284,72.119,50.49755572,1.037847464,3.822429671,20.9,153.067,108.591,26.4,12,185.2,4.2,-33775273827,18.06979891,96.37065877,379.6010933,0.2,4.8,5.2,78.75,2.405999899,58.1695603,73.62544001,6.86,14.04753328,13,14,91.98799896,52.316,25.41346632,26.73,4339.522658,479,55,76,43
